,Finance Year,Dispatch Date,Month,Business,Customer name,Marketing Rep.,Type,Pack Cat,Pack Type,Uni - Blend,Quantity (Kg),CY QTY (MT),Value (₹),CY Val(Lakhs),Destination,Country,Region,Budget Vol(MT),Budget Value (₹),Budget Val(Lakhs),LY QTY (MT),LY Val(Lakhs)
2204,FY'2024-25,2025-01-01,JAN,NCL,TNI KING COFFEE CO. LTD.,Ravi Sai,SD,Bulk,Bulk,G-622,,,,,Binh duong province,VIETNAM,Rest of Asia,20.0,14280000.0,142.8,,
2205,FY'2024-25,2025-01-01,JAN,NCL,VOLCAFE,Ravi Sai,SD,Bulk,Bulk,G-1948,,,,,Ho Chi Minh,VIETNAM,Rest of Asia,18.75,6867000.000000001,68.67000000000002,,
2206,FY'2024-25,2025-01-01,JAN,NCL,STRAUSS,Ravi Sai,SD,Bulk,Bulk,NCL-III,,,,,Haifa,ISRAEL,AMEA,0.0,0.0,0.0,,
2207,FY'2024-25,2025-01-01,JAN,NCL,FES,Ravi Sai,SD,Bulk,Bulk,G-1562,,,,,HCMC,VIETNAM,Rest of Asia,75.0,53550000.0,535.5,,
2208,FY'2024-25,2025-01-01,JAN,NCL,SHANGHAI HUAKAI,Prabin,SD,Bulk,Bulk,HK-350,,,,,Shanghai,CHINA,Rest of Asia,18.75,13387500.0,133.875,,
2209,FY'2024-25,2025-01-01,JAN,NCL,SHANGHAI HUAKAI,Prabin,SD,Bulk,Bulk,HK-1376,,,,,Shanghai,CHINA,Rest of Asia,18.75,7875000.0,78.75,,
2210,FY'2024-25,2025-01-01,JAN,NCL,SHANGHAI HUAKAI,Prabin,SD,Bulk,Bulk,G-690,,,,,Shanghai,CHINA,Rest of Asia,18.75,11497500.0,114.975,,
2211,FY'2024-25,2025-01-01,JAN,NCL,SHANGHAI HUAKAI,Prabin,SD,Bulk,Bulk,HK-1526,,,,,Shanghai,CHINA,Rest of Asia,0.0,0.0,0.0,,
2212,FY'2024-25,2025-01-01,JAN,NCL,M.A.I.F. TRADING,Prabin,SD,Bulk,Bulk,G-1875,,,,,Bangkok,THAILAND,Rest of Asia,18.75,12442500.0,124.425,,
2213,FY'2024-25,2025-01-01,JAN,NCL,STE GOLDEN FOODS,Prabin,SD,Bulk,Bulk,SD-2309,,,,,Rades,TUNISIA,AMEA,18.75,11497500.0,114.975,,
2214,FY'2024-25,2025-01-01,JAN,NCL,BELMONT TRADE & COMMERCE LLP,Prabin,SD,Bulk,Bulk,G-2227,,,,,Veracruz,Mexico,NAR,37.5,22680000.0,226.8,,
2215,FY'2024-25,2025-01-01,JAN,NCL,STRAUSS,Ravi Sai,FD,Bulk,Bulk,CCL FD/5,,,,,St. Petersburg,RUSSIA,CIS,0.0,0.0,0.0,,
2216,FY'2024-25,2025-01-01,JAN,NCL,NEW FD CUSTOMERS-Ravi Sai,Ravi Sai,FD,Bulk,Bulk,NCL FD/5,,,,,,INDIA,Rest of Asia,285.43,242878095.6,2428.780956,,
2217,FY'2024-25,2025-01-01,JAN,NCL,NEW FD CUSTOMERS-Ravi Sai,Ravi Sai,FD,Bulk,Bulk,NCL FD/3,,,,,,INDIA,Rest of Asia,100.74,83608256.33999999,836.0825633999999,,
2218,FY'2024-25,2025-01-01,JAN,NCL,NEW CUSTOMERS-Ravi Sai,Ravi Sai,SD,Bulk,Bulk,NCL-5,,,,,,INDIA,Rest of Asia,937.5,672524999.9999999,6725.249999999999,,
2219,FY'2024-25,2025-01-01,JAN,NCL,NEW CUSTOMERS-Balaji,Balaji,SD,Bulk,Bulk,NCL-1,,,,,,INDIA,Rest of Asia,337.5,218507625.0,2185.07625,,
2220,FY'2024-25,2025-02-01,FEB,EOU-Export,ISTANBUL KAHVE ITHALAT,Ravi Sai,FD,Bulk,Bulk,CCL FD/5(T),,,,,Izmit,TURKEY,AMEA,35.0,23520000.0,235.2,,
2221,FY'2024-25,2025-02-01,FEB,EOU-Export,ISTANBUL KAHVE ITHALAT,Ravi Sai,AG,Bulk,Bulk,DK14,,,,,Izmit,TURKEY,AMEA,16.79,11060748.299999999,110.60748299999999,,
2222,FY'2024-25,2025-02-01,FEB,EOU-Export,ISTANBUL KAHVE ITHALAT,Ravi Sai,SD,Bulk,Bulk,G-4747,,,,,Izmit,TURKEY,AMEA,18.75,7875000.0,78.75,,
2223,FY'2024-25,2025-02-01,FEB,EOU-Export,KORAY,Ravi Sai,FD,Bulk,Bulk,CCL FD/5(T),,,,,Ambarli,TURKEY,AMEA,35.0,24107999.999999996,241.07999999999996,,
2224,FY'2024-25,2025-02-01,FEB,EOU-Export,KORAY,Ravi Sai,FD,Bulk,Bulk,CCL FD/Chicory,,,,,Ambarli,TURKEY,AMEA,52.5,29767500.0,297.675,,
2225,FY'2024-25,2025-02-01,FEB,EOU-Export,KORAY,Ravi Sai,SD,Bulk,Bulk,1169 (Revised),,,,,Ambarli,TURKEY,AMEA,18.75,10788750.0,107.8875,,
2226,FY'2024-25,2025-02-01,FEB,EOU-Export,KORAY,Ravi Sai,SD,Bulk,Bulk,Code 20,,,,,Mersin,TURKEY,AMEA,0.0,0.0,0.0,,
2227,FY'2024-25,2025-02-01,FEB,EOU-Export,KORAY,Ravi Sai,SD,Bulk,Bulk,Code 10,,,,,Mersin,TURKEY,AMEA,18.75,8111250.0,81.1125,,
2228,FY'2024-25,2025-02-01,FEB,EOU-Export,FRESH FOOD PTY LTD,Ravi Sai,SD,Bulk,Big Bag,RSP-2763,,,,,Sydney,AUSTRALIA,Oceania,48.4,45534719.99999999,455.34719999999993,,
2229,FY'2024-25,2025-02-01,FEB,EOU-Export,BERNHARD ROTHFOS GMBH,Ravi Sai,SD,Bulk,Bulk,G-4543 RA,,,,,Hamburg,GERMANY,EU,12.0,9878400.000000002,98.78400000000002,,
2230,FY'2024-25,2025-02-01,FEB,EOU-Export,BERNHARD ROTHFOS GMBH,Ravi Sai,SD,Bulk,Bulk,G-4543,,,,,Hamburg,GERMANY,EU,0.0,0.0,0.0,,
2231,FY'2024-25,2025-02-01,FEB,EOU-Export,JUMBO BRANDS,Ravi Sai,SD,Bulk,Bulk,CCL3,,,,,DURBAN,SOUTH AFRICA,AMEA,7.75,6347250.0,63.4725,,
2232,FY'2024-25,2025-02-01,FEB,EOU-Export,LINCOLN (HK) LIMITED,Ravi Sai,AG,Small,Can,DF-99,,,,,Conakry,GUINEA,AMEA,0.0,0.0,0.0,,
2233,FY'2024-25,2025-02-01,FEB,EOU-Export,LINCOLN (HK) LIMITED,Ravi Sai,AG,Small,Can,DF-99,,,,,Conakry,GUINEA,AMEA,0.0,0.0,0.0,,
2234,FY'2024-25,2025-02-01,FEB,EOU-Export,ETS DMS DIALLO,Ravi Sai,AG,Small,Sachet,G-2736,,,,,Conakry,GUINEA,AMEA,0.0,0.0,0.0,,
2235,FY'2024-25,2025-02-01,FEB,EOU-Export,STRAUSS,Ravi Sai,FD,Bulk,Bulk,CCL FD/5,,,,,St. Petersburg,RUSSIA,CIS,0.0,0.0,0.0,,
2236,FY'2024-25,2025-02-01,FEB,EOU-Export,STRAUSS,Ravi Sai,FD,Bulk,Bulk,CCL FD/5,,,,,St. Petersburg,RUSSIA,CIS,0.0,0.0,0.0,,
2237,FY'2024-25,2025-02-01,FEB,EOU-Export,STE PRATHNA,Ravi Sai,AG,Small,Can,G-4747,,,,,Tema,WEST AFRICA,AMEA,0.0,0.0,0.0,,
2238,FY'2024-25,2025-02-01,FEB,EOU-Export,MASCAFE,Ravi Sai,FD,Small,Jar,CCL FD/Chicory,,,,,Umm Qasr,IRAQ,AMEA,0.0,0.0,0.0,,
2239,FY'2024-25,2025-02-01,FEB,EOU-Export,MASCAFE,Ravi Sai,AG,Small,Jar,G-5500,,,,,Umm Qasr,IRAQ,AMEA,0.0,0.0,0.0,,
2240,FY'2024-25,2025-02-01,FEB,EOU-Export,MASCAFE,Ravi Sai,FD,Small,Jar,CCL FD/Chicory,,,,,Umm Qasr,IRAQ,AMEA,0.0,0.0,0.0,,
2241,FY'2024-25,2025-02-01,FEB,EOU-Export,MASCAFE,Ravi Sai,AG,Small,Jar,G-5500,,,,,Umm Qasr,IRAQ,AMEA,0.0,0.0,0.0,,
2242,FY'2024-25,2025-02-01,FEB,EOU-Export,MASCAFE,Ravi Sai,FD,Small,Jar,CCL FD/Chicory,,,,,Umm Qasr,IRAQ,AMEA,0.0,0.0,0.0,,
2243,FY'2024-25,2025-02-01,FEB,EOU-Export,MASCAFE,Ravi Sai,AG,Small,Jar,G-5500,,,,,Umm Qasr,IRAQ,AMEA,0.0,0.0,0.0,,
2244,FY'2024-25,2025-02-01,FEB,EOU-Export,MASCAFE,Ravi Sai,AG,Small,Can,G-5500,,,,,Umm Qasr,IRAQ,AMEA,0.0,0.0,0.0,,
2245,FY'2024-25,2025-02-01,FEB,EOU-Export,MASCAFE,Ravi Sai,FD,Small,Jar,CCL FD/Chicory,,,,,Umm Qasr,IRAQ,AMEA,0.0,0.0,0.0,,
2246,FY'2024-25,2025-02-01,FEB,EOU-Export,MASCAFE,Ravi Sai,AG,Small,Jar,G-5500,,,,,Umm Qasr,IRAQ,AMEA,0.0,0.0,0.0,,
2247,FY'2024-25,2025-02-01,FEB,EOU-Export,MASCAFE,Ravi Sai,AG,Small,Jar,G-5500,,,,,Umm Qasr,IRAQ,AMEA,0.0,0.0,0.0,,
2248,FY'2024-25,2025-02-01,FEB,EOU-Export,MASCAFE,Ravi Sai,AG,Small,Jar,G-5500,,,,,Umm Qasr,IRAQ,AMEA,0.0,0.0,0.0,,
2249,FY'2024-25,2025-02-01,FEB,EOU-Export,NEW CUSTOMERS-Ravi Sai,Ravi Sai,SD,Bulk,Bulk,CCL SD/5,,,,,Middle East,IRAQ,AMEA,37.5,29610000.0,296.1,,
2250,FY'2024-25,2025-02-01,FEB,EOU-Export,CCSA,Revanth,SD,Small,Stick,DK46,,,,,LES VERRIERS,SWITZERLAND,EU,0.0,0.0,0.0,,
2251,FY'2024-25,2025-02-01,FEB,EOU-Export,CCSA,Revanth,SD,Small,Jar,DK46,,,,,LES VERRIERS,SWITZERLAND,EU,0.0,0.0,0.0,,
2252,FY'2024-25,2025-02-01,FEB,EOU-Export,CCSA,Revanth,SD,Small,Bulk,G-4915,,,,,Oram,England,AMEA,0.0,0.0,0.0,,
2253,FY'2024-25,2025-02-01,FEB,EOU-Export,CCSA,Revanth,FD,Bulk,Bulk,CCL FD/5,,,,,Oran,ALGERIA,AMEA,14.26,11678939.999999998,116.78939999999999,,
2254,FY'2024-25,2025-02-01,FEB,EOU-Export,CCSA,Revanth,SD,Bulk,Bulk,CCL SD/5,,,,,LES VERRIERS,SWITZERLAND,EU,0.0,0.0,0.0,,
2255,FY'2024-25,2025-02-01,FEB,EOU-Export,CCSA,Revanth,SD,Bulk,Bulk,CCL3,,,,,LES VERRIERS,SWITZERLAND,EU,13.583333333333334,9596625.0,95.96625,,
2256,FY'2024-25,2025-02-01,FEB,EOU-Export,CCSA,Revanth,FD,Small,Jar,RFP3025,,,,,LES VERRIERS,SWITZERLAND,EU,0.0,0.0,0.0,,
2257,FY'2024-25,2025-02-01,FEB,EOU-Export,CCSA,Revanth,SD,Bulk,Bulk,CCL3,,,,,Le Havre,FRANCE,EU,0.0,0.0,0.0,,
2258,FY'2024-25,2025-02-01,FEB,EOU-Export,CCSA,Revanth,SD,Bulk,Bulk,CCL3,,,,,Le Havre,FRANCE,EU,0.0,0.0,0.0,,
2259,FY'2024-25,2025-02-01,FEB,EOU-Export,CCSA,Revanth,SD,Small,Stick,DK46,,,,,LES VERRIERS,SWITZERLAND,EU,0.0,0.0,0.0,,
2260,FY'2024-25,2025-02-01,FEB,EOU-Export,CCSA,Revanth,SD,Small,Jar,CCL SD/5,,,,,LES VERRIERS,SWITZERLAND,EU,0.0,0.0,0.0,,
2261,FY'2024-25,2025-02-01,FEB,EOU-Export,CCSA,Revanth,SD,Small,Jar,DK46,,,,,LES VERRIERS,SWITZERLAND,EU,0.0,0.0,0.0,,
2262,FY'2024-25,2025-02-01,FEB,EOU-Export,SUCAFINA,Ravi Sai,SD,Bulk,Bulk,CCL SD/5,,,,,,SWITZERLAND,EU,0.0,0.0,0.0,,
2263,FY'2024-25,2025-02-01,FEB,EOU-Export,SUCAFINA,Ravi Sai,SD,Bulk,Bulk,CCL1,,,,,,SWITZERLAND,EU,18.25,12325320.0,123.2532,,
2264,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,AG,Small,Jar,KMWH-AG,,,,,Chicago,USA,NAR,40.0,41328000.0,413.28,,
2265,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,AG,Small,Jar,KMWH-AG,,,,,Chicago,USA,NAR,20.0,21310800.0,213.108,,
2266,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,SDCB-A,,,,,New York,USA,NAR,0.0,0.0,0.0,,
2267,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,SDCB-PA,,,,,Charleston,USA,NAR,0.0,0.0,0.0,,
2268,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,SDCB-A (O),,,,,New York,USA,NAR,0.0,0.0,0.0,,
2269,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,SDCB-AR,,,,,New York,USA,NAR,0.0,0.0,0.0,,
2270,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,SD,Small,Jar,SDCB-132,,,,,New York,USA,NAR,0.0,0.0,0.0,,
2271,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,AG,Bulk,Bulk,CCL AG/5,,,,,Charleston,USA,NAR,0.0,0.0,0.0,,
2272,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,FC/1 Variant,,,,,Charleston,USA,NAR,0.0,0.0,0.0,,
2273,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,FC/1,,,,,New York,USA,NAR,56.25,41580000.00000001,415.80000000000007,,
2274,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,FC/1 RFA,,,,,New York,USA,NAR,0.0,0.0,0.0,,
2275,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,FC/1 RFA,,,,,Charleston,USA,NAR,18.75,14423062.5,144.230625,,
2276,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,FC/1 RFA,,,,,New York,USA,NAR,0.0,0.0,0.0,,
2277,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,FC/1 RFA,,,,,New York,USA,NAR,0.0,0.0,0.0,,
2278,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,DR/5,,,,,Charleston,USA,NAR,0.0,0.0,0.0,,
2279,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,DR/5,,,,,New York,USA,NAR,0.0,0.0,0.0,,
2280,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,SD/5 (A),,,,,Pasir Gudang,Malaysia,Rest of Asia,0.0,0.0,0.0,,
2281,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,SD,Small,Pouch,ISP-24 NB,,,,,St. Louis,USA,NAR,0.0,0.0,0.0,,
2282,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,AG,Bulk,Bulk,CE-KAG,,,,,St. Louis,USA,NAR,0.0,0.0,0.0,,
2283,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,RSP-3116,,,,,New York,USA,NAR,0.0,0.0,0.0,,
2284,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,CCL SD/5,,,,,New York,USA,NAR,18.75,14127749.999999998,141.27749999999997,,
2285,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,CCL3,,,,,Melbourne,AUSTRALIA,Oceania,0.0,0.0,0.0,,
2286,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,RSP-1585 FT,,,,,Charleston,USA,NAR,0.0,0.0,0.0,,
2287,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,AG,Small,Jar,Happy Belly Reg.,,,,,New York,USA,NAR,0.0,0.0,0.0,,
2288,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,AG,Small,Jar,Happy Belly Decaf,,,,,New York,USA,NAR,0.0,0.0,0.0,,
2289,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,FD,Bulk,Big Bag,RFA RFSF-2033,,,,,New York,USA,NAR,0.0,0.0,0.0,,
2290,FY'2024-25,2025-02-01,FEB,EOU-Export,GROUNDUP,Yashwanth,FD,Bulk,Big Bag,RFA RFSF-2854,,,,,New York,USA,NAR,0.0,0.0,0.0,,
2291,FY'2024-25,2025-02-01,FEB,EOU-Export,ARASA PHARMACEUTICALS AG,Balaji,SD,Bulk,Bulk,DJ88,,,,,Jebel Ali,UAE,AMEA,0.0,0.0,0.0,,
2292,FY'2024-25,2025-02-01,FEB,EOU-Export,SUNTY,Balaji,FD,Bulk,Bulk,CCL FD/5,,,,,St. Petersburg,RUSSIA,CIS,0.0,0.0,0.0,,
2293,FY'2024-25,2025-02-01,FEB,EOU-Export,INSTANTA POLAND,Balaji,FD,Bulk,Bulk,CCL FD/5,,,,,Gdynia,POLAND,EU,0.0,0.0,0.0,,
2294,FY'2024-25,2025-02-01,FEB,EOU-Export,MILAGRO BEVERAGES,Balaji,FD,Bulk,Bulk,CCL FD/5,,,,,St. Petersburg,RUSSIA,CIS,0.0,0.0,0.0,,
2295,FY'2024-25,2025-02-01,FEB,EOU-Export,MILAGRO BEVERAGES,Balaji,FD,Bulk,Bulk,CCL FD/5,,,,,St. Petersburg,RUSSIA,CIS,50.37,35117964.0,351.17964,,
2296,FY'2024-25,2025-02-01,FEB,EOU-Export,SHINEMATE CO LTD,Balaji,SD,Bulk,Bulk,C-5073,,,,,Shanghai,CHINA,Rest of Asia,0.0,0.0,0.0,,
2297,FY'2024-25,2025-02-01,FEB,EOU-Export,SHINEMATE CO LTD,Balaji,AG,Bulk,Bulk,C-5309,,,,,Shanghai,CHINA,Rest of Asia,16.79,13315208.759999998,133.1520876,,
2298,FY'2024-25,2025-02-01,FEB,EOU-Export,SHINEMATE CO LTD,Balaji,SD,Bulk,Bulk,C-5073,,,,,Kaouhsiung,Taiwan,Rest of Asia,18.75,14082074.999999998,140.82074999999998,,
2299,FY'2024-25,2025-02-01,FEB,EOU-Export,CONTINENTAL COMMODITIES,Balaji,AG,Small,Can,CCL AG/5,,,,,Douala,CAMEROON,AMEA,0.0,0.0,0.0,,
2300,FY'2024-25,2025-02-01,FEB,EOU-Export,CONTINENTAL COMMODITIES,Balaji,AG,Small,Can,CCL AG/5,,,,,Douala,CAMEROON,AMEA,0.0,0.0,0.0,,
2301,FY'2024-25,2025-02-01,FEB,EOU-Export,CONTINENTAL COMMODITIES,Balaji,AG,Small,Can,CCL AG/5,,,,,Douala,CAMEROON,AMEA,0.0,0.0,0.0,,
2302,FY'2024-25,2025-02-01,FEB,EOU-Export,INDUS LIFE,Balaji,AG,Small,Can,DH18,,,,,Apapa,NIGERIA,AMEA,0.0,0.0,0.0,,
2303,FY'2024-25,2025-02-01,FEB,EOU-Export,INDUS LIFE,Balaji,AG,Small,Can,DG11,,,,,Apapa,NIGERIA,AMEA,0.0,0.0,0.0,,
2304,FY'2024-25,2025-02-01,FEB,EOU-Export,INDUS LIFE,Balaji,AG,Small,Can,G-3370,,,,,Douala,CAMEROON,AMEA,0.0,0.0,0.0,,
2305,FY'2024-25,2025-02-01,FEB,EOU-Export,INDUS LIFE,Balaji,AG,Small,Jar,G-3370,,,,,Colombo,SRILANKA,Rest of Asia,0.0,0.0,0.0,,
2306,FY'2024-25,2025-02-01,FEB,EOU-Export,INDUS LIFE,Balaji,AG,Small,Jar,G-3370,,,,,Colombo,SRILANKA,Rest of Asia,0.0,0.0,0.0,,
2307,FY'2024-25,2025-02-01,FEB,EOU-Export,INDUS LIFE,Balaji,AG,Small,Jar,G-3370,,,,,Colombo,SRILANKA,Rest of Asia,0.0,0.0,0.0,,
2308,FY'2024-25,2025-02-01,FEB,EOU-Export,INDUS LIFE,Balaji,AG,Small,Can,G-3370,,,,,Douala,CAMEROON,AMEA,0.0,0.0,0.0,,
2309,FY'2024-25,2025-02-01,FEB,EOU-Export,INDUS LIFE,Balaji,AG,Small,Stick,G-3370,,,,,Douala,CAMEROON,AMEA,0.0,0.0,0.0,,
2310,FY'2024-25,2025-02-01,FEB,EOU-Export,INDUS LIFE,Balaji,AG,Small,Can,DH18,,,,,Douala,CAMEROON,AMEA,0.0,0.0,0.0,,
2311,FY'2024-25,2025-02-01,FEB,EOU-Export,JFK INTERNATIONAL,Balaji,SD,Small,Can,DJ18,,,,,Constanta,ROMANIA,CIS,0.0,0.0,0.0,,
2312,FY'2024-25,2025-02-01,FEB,EOU-Export,JFK INTERNATIONAL,Balaji,SD,Small,Can,DJ18,,,,,Constanta,ROMANIA,CIS,0.0,0.0,0.0,,
2313,FY'2024-25,2025-02-01,FEB,EOU-Export,JFK INTERNATIONAL,Balaji,SD,Small,Can,DJ18,,,,,Constanta,ROMANIA,CIS,0.0,0.0,0.0,,
2314,FY'2024-25,2025-02-01,FEB,EOU-Export,JFK INTERNATIONAL,Balaji,AG,Small,Can,DJ18,,,,,Ashgabat ,TURKMENISTAN,Rest of Asia,0.0,0.0,0.0,,
2315,FY'2024-25,2025-02-01,FEB,EOU-Export,JFK INTERNATIONAL,Balaji,AG,Small,Can,DJ18,,,,,Ashgabat ,TURKMENISTAN,Rest of Asia,0.0,0.0,0.0,,
2316,FY'2024-25,2025-02-01,FEB,EOU-Export,JFK INTERNATIONAL,Balaji,AG,Small,Can,DJ18,,,,,Ashgabat ,TURKMENISTAN,Rest of Asia,0.0,0.0,0.0,,
2317,FY'2024-25,2025-02-01,FEB,EOU-Export,JFK INTERNATIONAL,Balaji,AG,Small,Jar,DJ18,,,,,Constanta,ROMANIA,CIS,0.0,0.0,0.0,,
2318,FY'2024-25,2025-02-01,FEB,EOU-Export,JFK INTERNATIONAL,Balaji,AG,Small,Jar,DJ18,,,,,Constanta,ROMANIA,CIS,0.0,0.0,0.0,,
2319,FY'2024-25,2025-02-01,FEB,EOU-Export,CRASTAN S.P.A.,Balaji,SD,Bulk,Bulk,CCL SD/5,,,,,Genoa,ITALY,EU,0.0,0.0,0.0,,
2320,FY'2024-25,2025-02-01,FEB,EOU-Export,BUTTERFIELD (M) SDN BHD,Balaji,SD,Bulk,Bulk,C-4052,,,,,Pasir Gudang,Malaysia,Rest of Asia,18.75,14175000.0,141.75,,
2321,FY'2024-25,2025-02-01,FEB,EOU-Export,BM FOODS,Prabin,AG,Small,Jar,DA60,,,,,India,INDIA,Rest of Asia,0.0,0.0,0.0,,
2322,FY'2024-25,2025-02-01,FEB,EOU-Export,BM FOODS,Prabin,AG,Small,Jar,DA60,,,,,India,INDIA,Rest of Asia,0.0,0.0,0.0,,
2323,FY'2024-25,2025-02-01,FEB,EOU-Export,STE GOLDEN FOODS,Prabin,AG,Bulk,Bulk,DH69,,,,,Rades Port,TUNISIA,AMEA,56.75,25026750.0,250.2675,,
2324,FY'2024-25,2025-02-01,FEB,EOU-Export,STE GOLDEN FOODS,Prabin,AG,Bulk,Bulk,DH-88,,,,,Rades Port,TUNISIA,AMEA,0.0,0.0,0.0,,
2325,FY'2024-25,2025-02-01,FEB,EOU-Export,ALFAJER,Prabin,FD,Small,Jar,CCL FD/5,,,,,Al-Khums,Libya,AMEA,0.0,0.0,0.0,,
2326,FY'2024-25,2025-02-01,FEB,EOU-Export,ALFAJER,Prabin,FD,Small,Jar,CCL FD/5,,,,,Al-Khums,Libya,AMEA,0.0,0.0,0.0,,
2327,FY'2024-25,2025-02-01,FEB,EOU-Export,ALFAJER,Prabin,FD,Small,Jar,CCL FD/5,,,,,Al-Khums,Libya,AMEA,0.0,0.0,0.0,,
2328,FY'2024-25,2025-02-01,FEB,EOU-Export,BELMONT TRADE & COMMERCE LLP,Prabin,FD,Small,Jar,CCL FD/5,,,,,Jeddah,SAUDI ARABIA,AMEA,6.75,9072000.0,90.72,,
2329,FY'2024-25,2025-02-01,FEB,EOU-Export,BELMONT TRADE & COMMERCE LLP,Prabin,FD,Small,Jar,CCL FD/5,,,,,Jeddah,SAUDI ARABIA,AMEA,7.0,9114000.0,91.14,,
2330,FY'2024-25,2025-02-01,FEB,EOU-Export,BELMONT TRADE & COMMERCE LLP,Prabin,FD,Small,Jar,CCL FD/5,,,,,Jeddah,SAUDI ARABIA,AMEA,7.5,9450000.0,94.5,,
2331,FY'2024-25,2025-02-01,FEB,EOU-Export,BHATBHATENI SUPERMARKET,Prabin,AG,Small,Jar,G-5509,,,,,Khatmandu,Nepal,Rest of Asia,0.0,0.0,0.0,,
2332,FY'2024-25,2025-02-01,FEB,EOU-Export,BHATBHATENI SUPERMARKET,Prabin,AG,Small,Jar,G-5509,,,,,Khatmandu,Nepal,Rest of Asia,0.0,0.0,0.0,,
2333,FY'2024-25,2025-02-01,FEB,EOU-Export,BHATBHATENI SUPERMARKET,Prabin,AG,Small,Jar,G-5509,,,,,Khatmandu,Nepal,Rest of Asia,0.0,0.0,0.0,,
2334,FY'2024-25,2025-02-01,FEB,EOU-Export,BHATBHATENI SUPERMARKET,Prabin,AG,Small,Jar,G-5510,,,,,Khatmandu,Nepal,Rest of Asia,0.0,0.0,0.0,,
2335,FY'2024-25,2025-02-01,FEB,EOU-Export,BHATBHATENI SUPERMARKET,Prabin,AG,Small,Jar,G-5510,,,,,Khatmandu,Nepal,Rest of Asia,0.0,0.0,0.0,,
2336,FY'2024-25,2025-02-01,FEB,EOU-Export,BHATBHATENI SUPERMARKET,Prabin,AG,Small,Jar,G-5510,,,,,Khatmandu,Nepal,Rest of Asia,0.0,0.0,0.0,,
2337,FY'2024-25,2025-02-01,FEB,EOU-Export,BM FOODS,Prabin,AG,Small,Jar,DA60,,,,,Umm Qasr,IRAQ,AMEA,0.0,0.0,0.0,,
2338,FY'2024-25,2025-02-01,FEB,EOU-Export,BM FOODS,Prabin,AG,Small,Jar,DA60,,,,,Umm Qasr,IRAQ,AMEA,0.0,0.0,0.0,,
2339,FY'2024-25,2025-02-01,FEB,EOU-Export,BM FOODS,Prabin,AG,Small,Jar,DA60,,,,,Umm Qasr,IRAQ,AMEA,0.0,0.0,0.0,,
2340,FY'2024-25,2025-02-01,FEB,EOU-Export,BM FOODS,Prabin,AG,Small,Jar,DA60,,,,,Umm Qasr,IRAQ,AMEA,0.0,0.0,0.0,,
2341,FY'2024-25,2025-02-01,FEB,EOU-Export,BM FOODS,Prabin,AG,Bulk,Bulk,DD72,,,,,Damascus,Syria,AMEA,0.0,0.0,0.0,,
2342,FY'2024-25,2025-02-01,FEB,EOU-Export,BM FOODS,Prabin,AG,Bulk,Bulk,GCCAG-031,,,,,Damascus,Syria,AMEA,0.0,0.0,0.0,,
